Title,Url,Price,ISBN-10,ISBN,Author,Format,Pages,Publisher,Language
White Is for Blueberry,https://bulkbookstore.com/white-is-for-blueberry-9780060292751,17.99,006029275X,b'9780060292751',"George Shannon, Laura Dronzek",Hardcover,40.0,"HarperCollins (March 29, 2005)",English
The Wonderful Wizard of Oz (100th Anniversary Edition),https://bulkbookstore.com/the-wonderful-wizard-of-oz-100th-anniversary-edition-9780060293239,29.99,0060293233,b'9780060293239',"L. Frank Baum, W.  W. Denslow",Hardcover,272.0,"HarperCollins (October 3, 2000)",English
Rocks in His Head,https://bulkbookstore.com/rocks-in-his-head-9780060294038,17.99,0060294035,b'9780060294038',"Carol Otis Hurst, James Stevenson",Hardcover,32.0,"HarperCollins (May 8, 2001)",English
I Know It's Autumn,https://bulkbookstore.com/i-know-its-autumn-9780060294229-1,16.99,0060294221,b'9780060294229',"Eileen Spinelli, Nancy Hayashi",Hardcover,32.0,"HarperCollins (July 27, 2004)",English
Sheila Rae's Peppermint Stick,https://bulkbookstore.com/sheila-raes-peppermint-stick-9780060294519,6.99,0060294515,b'9780060294519',"Kevin Henkes, Kevin Henkes",Board Book,24.0,"HarperCollins (August 7, 2001)",English
"Amber Was Brave, Essie Was Smart",https://bulkbookstore.com/amber-was-brave-essie-was-smart-9780060294601,21.99,0060294604,b'9780060294601',"Vera B. Williams, Vera B. Williams",Hardcover,72.0,"HarperCollins (August 21, 2001)",English
Turtle Splash! (Countdown at the Pond),https://bulkbookstore.com/turtle-splash-countdown-at-the-pond-9780060294625,17.99,0060294620,b'9780060294625',"Cathryn Falwell, Cathryn Falwell",Hardcover,32.0,"HarperCollins (August 7, 2001)",English
Bronzeville Boys and Girls,https://bulkbookstore.com/bronzeville-boys-and-girls-9780060295059,16.99,0060295058,b'9780060295059',"Gwendolyn Brooks, Faith Ringgold",Hardcover,48.0,"HarperCollins (December 26, 2006)",English
Bad Boy (A Memoir),https://bulkbookstore.com/bad-boy-a-memoir-9780060295233,18.99,0060295236,b'9780060295233',Walter Dean Myers,Hardcover,224.0,"HarperCollins (May 8, 2001)",English
A Sock Is a Pocket for Your Toes (A Pocket Book),https://bulkbookstore.com/a-sock-is-a-pocket-for-your-toes-a-pocket-book-9780060295264,16.99,0060295260,b'9780060295264',"Elizabeth Garton Scanlon, Robin Preiss Glasser",Hardcover,32.0,"HarperCollins (March 2, 2004)",English
How People Learned to Fly,https://bulkbookstore.com/how-people-learned-to-fly-9780060295585,16.99,0060295589,b'9780060295585',"Fran Hodgkins, True Kelley",Hardcover,40.0,"HarperCollins (October 16, 2007)",English
On the Town (A Community Adventure),https://bulkbookstore.com/on-the-town-a-community-adventure-9780060295844,17.99,0060295848,b'9780060295844',"Judith Caseley, Judith Caseley",Hardcover,32.0,"HarperCollins (March 26, 2002)",English
I Used to Be the Baby,https://bulkbookstore.com/i-used-to-be-the-baby-9780060295868,17.99,0060295864,b'9780060295868',"Robin Ballard, Robin Ballard",Hardcover,24.0,"HarperCollins (March 26, 2002)",English
My Car,https://bulkbookstore.com/my-car-9780060296247,16.99,0060296240,b'9780060296247',"Byron Barton, Byron Barton",Hardcover,40.0,"HarperCollins (August 7, 2001)",English
The Easter Bunny That Overslept,https://bulkbookstore.com/the-easter-bunny-that-overslept-9780060296452,16.99,0060296453,b'9780060296452',"Priscilla & Otto Friedrich, Donald Saaf",Hardcover,32.0,"HarperCollins (January 22, 2002)",English
Paddington Bear in the Garden,https://bulkbookstore.com/paddington-bear-in-the-garden-9780060296964,16.99,0060296968,b'9780060296964',"Michael Bond, R. W. Alley",Hardcover,40.0,"HarperCollins (January 22, 2002)",English
Dinosaur Hunt (Texas-115 Million Years Ago),https://bulkbookstore.com/dinosaur-hunt-texas-115-million-years-ago-9780060297039,18.99,0060297034,b'9780060297039',"Karen Carr, Karen Carr",Hardcover,48.0,"HarperCollins (October 8, 2002)",English
Moonlight (The Halloween Cat),https://bulkbookstore.com/moonlight-the-halloween-cat-9780060297114,17.99,0060297115,b'9780060297114',"Cynthia Rylant, Melissa Sweet",Hardcover,32.0,"HarperCollins (August 14, 2003)",English
Very Far Away,https://bulkbookstore.com/very-far-away-9780060297237,19.99,0060297239,b'9780060297237',"Maurice Sendak, Maurice Sendak",Hardcover,56.0,"HarperCollins (November 8, 2005)",English
"What's Up, What's Down?",https://bulkbookstore.com/whats-up-whats-down-9780060297572,17.99,0060297573,b'9780060297572',"Lola M. Schaefer, Barbara Bash",Hardcover,32.0,"HarperCollins (August 6, 2002)",English
The Porcupine Year,https://bulkbookstore.com/the-porcupine-year-9780060297879,16.99,0060297875,b'9780060297879',"Louise Erdrich, Louise Erdrich",Hardcover,208.0,"HarperCollins (September 2, 2008)",English
Flowers in the Sky,https://bulkbookstore.com/flowers-in-the-sky-9780060297947,17.99,0060297948,b'9780060297947',Lynn Joseph,Hardcover,240.0,"HarperCollins (March 5, 2013)",English
A Series of Unfortunate Events Box: The Trouble Begins (Books 1-3),https://bulkbookstore.com/a-series-of-unfortunate-events-box-the-trouble-begins-books-1-3-9780060298098,41.99,006029809X,b'9780060298098',"Lemony Snicket, Brett Helquist",Hardcover,288.0,"HarperCollins (October 2, 2001)",English
Mystic Horse,https://bulkbookstore.com/mystic-horse-9780060298135,17.99,0060298138,b'9780060298135',"Paul Goble, Paul Goble",Hardcover,40.0,"HarperCollins (April 1, 2003)",English
"Tippy-Toe Chick, Go!",https://bulkbookstore.com/tippy-toe-chick-go-9780060298234,17.99,0060298235,b'9780060298234',"George Shannon, Laura Dronzek",Hardcover,32.0,"HarperCollins (January 21, 2003)",English
Water Hole Waiting,https://bulkbookstore.com/water-hole-waiting-9780060298500-1,17.99,0060298502,b'9780060298500',"Jane Kurtz, & Christopher, Lee Christiansen",Hardcover,32.0,"HarperCollins (March 26, 2002)",English
Celestial Harmonies (A Novel),https://bulkbookstore.com/celestial-harmonies-a-novel-9780060501082,18.99,0060501081,b'9780060501082',Peter Esterhazy,Paperback,880.0,"HarperCollins (March 15, 2005)",English
Eating My Words (An Appetite for Life),https://bulkbookstore.com/eating-my-words-an-appetite-for-life-9780060501105,13.99,0060501103,b'9780060501105',Mimi Sheraton,Paperback,256.0,"HarperCollins (March 28, 2006)",English
I'll Take You There (A Novel),https://bulkbookstore.com/ill-take-you-there-a-novel-9780060501181,16.99,0060501189,b'9780060501181',Joyce Carol Oates,Paperback,304.0,"HarperCollins (September 16, 2003)",English
The Gospel of Food (Why We Should Stop Worrying and Enjoy What We Eat),https://bulkbookstore.com/the-gospel-of-food-why-we-should-stop-worrying-and-enjoy-what-we-eat-9780060501228,14.99,0060501227,b'9780060501228',Barry Glassner,Paperback,320.0,"HarperCollins (December 26, 2007)",English
The Commissariat of Enlightenment (A Novel),https://bulkbookstore.com/the-commissariat-of-enlightenment-a-novel-9780060501396,16.99,0060501391,b'9780060501396',Ken Kalfus,Paperback,304.0,"HarperCollins (February 3, 2004)",English
A Disorder Peculiar to the Country (A Novel),https://bulkbookstore.com/a-disorder-peculiar-to-the-country-a-novel-9780060501419,16.99,0060501413,b'9780060501419',Ken Kalfus,Paperback,256.0,"HarperCollins (December 12, 2006)",English
The Point of Return (A Novel),https://bulkbookstore.com/the-point-of-return-a-novel-9780060501532,16.99,0060501537,b'9780060501532',Siddhartha Deb,Paperback,320.0,"HarperCollins (March 2, 2004)",English
An Outline of the Republic (A Novel),https://bulkbookstore.com/an-outline-of-the-republic-a-novel-9780060501570,13.95,006050157X,b'9780060501570',Siddhartha Deb,Paperback,336.0,"HarperCollins (March 14, 2006)",English
First Day of School,https://bulkbookstore.com/first-day-of-school-9780060501914,16.99,006050191X,b'9780060501914',"Anne Rockwell, Lizzy Rockwell",Hardcover,40.0,"HarperCollins (June 21, 2011)",English
Presidents' Day,https://bulkbookstore.com/presidents-day-9780060501945,16.99,0060501944,b'9780060501945',"Anne Rockwell, Lizzy Rockwell",Hardcover,40.0,"HarperCollins (December 26, 2007)",English
St. Patrick's Day,https://bulkbookstore.com/st-patricks-day-9780060501976,14.99,0060501979,b'9780060501976',"Anne Rockwell, Lizzy Rockwell",Hardcover,40.0,"HarperCollins (January 26, 2010)",English
Final Account,https://bulkbookstore.com/final-account-9780060502164,8.99,0060502169,b'9780060502164',Peter Robinson,Paperback,320.0,"HarperCollins (September 28, 2004)",English
To Wed a Stranger,https://bulkbookstore.com/to-wed-a-stranger-9780060502171,7.99,0060502177,b'9780060502171',Edith Layton,Paperback,384.0,"HarperCollins (February 25, 2003)",English
The Sledding Hill,https://bulkbookstore.com/the-sledding-hill-9780060502454,9.99,0060502452,b'9780060502454',Chris Crutcher,Paperback,256.0,"HarperCollins (September 19, 2006)",English
King of the Mild Frontier (An Ill-Advised Autobiography),https://bulkbookstore.com/king-of-the-mild-frontier-an-ill-advised-autobiography-9780060502515,10.99,0060502517,b'9780060502515',Chris Crutcher,Paperback,272.0,"HarperCollins (October 5, 2004)",English
T. Rex Trick-or-Treats,https://bulkbookstore.com/t-rex-trick-or-treats-9780060502546,7.99,0060502541,b'9780060502546',"Lois G. Grambling, Jack E. Davis",Paperback,32.0,"HarperCollins (July 22, 2008)",English
I Love You All Day Long,https://bulkbookstore.com/i-love-you-all-day-long-9780060502782,7.99,0060502789,b'9780060502782',"Francesca Rusackas, Priscilla Burris",Paperback,32.0,"HarperCollins (December 14, 2004)",English
A Perfect Groom,https://bulkbookstore.com/a-perfect-groom-9780060502799,7.99,0060502797,b'9780060502799',Samantha James,Paperback,384.0,"HarperCollins (November 30, 2004)",English
The Kennedy Men (1901-1963),https://bulkbookstore.com/the-kennedy-men-1901-1963-9780060502881,24.99,0060502886,b'9780060502881',Laurence Leamer,Paperback,928.0,"HarperCollins (October 15, 2002)",English
Zap the Gaps! (Target Higher Performance and Achieve It!),https://bulkbookstore.com/zap-the-gaps-target-higher-performance-and-achieve-it-9780060503000,19.99,0060503009,b'9780060503000',"Ken Blanchard, Dana Robinson, Jim Robinson",Hardcover,160.0,"HarperCollins (May 28, 2002)",English
Alaska (Saga of a Bold Land),https://bulkbookstore.com/alaska-saga-of-a-bold-land-9780060503079,16.99,0060503076,b'9780060503079',Walter R. Borneman,Paperback,640.0,"HarperCollins (January 20, 2004)",English
Isabel's Daughter (A Novel),https://bulkbookstore.com/isabels-daughter-a-novel-9780060503475,14.99,0060503475,b'9780060503475',Judith R. Hendricks,Paperback,400.0,"HarperCollins (June 29, 2004)",English
Wemberly's Ice-Cream Star,https://bulkbookstore.com/wemberlys-ice-cream-star-9780060504052,6.99,0060504056,b'9780060504052',"Kevin Henkes, Kevin Henkes",Board Book,24.0,"HarperCollins (April 15, 2003)",English
Small Wonder (Essays),https://bulkbookstore.com/small-wonder-essays-9780060504076,23.95,0060504072,b'9780060504076',Barbara Kingsolver,Hardcover,288.0,"HarperCollins (April 2, 2002)",English
The Color of Death,https://bulkbookstore.com/the-color-of-death-9780060504144,7.99,0060504145,b'9780060504144',Elizabeth Lowell,Paperback,432.0,"HarperCollins (May 24, 2005)",English
Always Time to Die,https://bulkbookstore.com/always-time-to-die-9780060504199,7.99,0060504196,b'9780060504199',Elizabeth Lowell,Paperback,480.0,"HarperCollins (May 30, 2006)",English
When Harriet Met Sojourner,https://bulkbookstore.com/when-harriet-met-sojourner-9780060504250,16.99,0060504250,b'9780060504250',"Catherine Clinton, Shane W. Evans",Hardcover,32.0,"HarperCollins (October 16, 2007)",English
My Friend the Doctor,https://bulkbookstore.com/my-friend-the-doctor-9780060505004-1,7.99,0060505001,b'9780060505004',"Joanna Cole, Maxie Chambliss",Hardcover,32.0,"HarperCollins (July 26, 2005)",English
Afghanistan (A Short History of Its People and Politics),https://bulkbookstore.com/afghanistan-a-short-history-of-its-people-and-politics-9780060505080-1,15.99,0060505087,b'9780060505080',Martin Ewans,Paperback,368.0,"HarperCollins (September 17, 2002)",English
"Narcocorrido (A Journey into the Music of Drugs, Guns, and Guerrillas)",https://bulkbookstore.com/narcocorrido-a-journey-into-the-music-of-drugs-guns-and-guerrillas-9780060505103,16.99,0060505109,b'9780060505103',Elijah Wald,Paperback,368.0,"HarperCollins (October 22, 2002)",English
Empire of Wealth (The Epic History of American Economic Power),https://bulkbookstore.com/empire-of-wealth-the-epic-history-of-american-economic-power-9780060505127,17.99,0060505125,b'9780060505127',John Steele Gordon,Paperback,496.0,"HarperCollins (October 25, 2005)",English
The Bridge,https://bulkbookstore.com/the-bridge-9780060505219,15.99,0060505214,b'9780060505219',Doug Marlette,Paperback,400.0,"HarperCollins (November 5, 2002)",English
From the Land of Green Ghosts (A Burmese Odyssey),https://bulkbookstore.com/from-the-land-of-green-ghosts-a-burmese-odyssey-9780060505233,16.99,0060505230,b'9780060505233',Pascal Khoo Thwe,Paperback,336.0,"HarperCollins (December 2, 2003)",English
The Sewing Circles of Herat (A Personal Voyage Through Afghanistan),https://bulkbookstore.com/the-sewing-circles-of-herat-a-personal-voyage-through-afghanistan-9780060505271,16.99,0060505273,b'9780060505271',Christina Lamb,Paperback,384.0,"HarperCollins (February 3, 2004)",English
The Skeptic (A Life of H. L. Mencken),https://bulkbookstore.com/the-skeptic-a-life-of-h-l-mencken-9780060505295,18.99,006050529X,b'9780060505295',Terry Teachout,Paperback,448.0,"HarperCollins (November 4, 2003)",English
The Double-Goal Coach (Positive Coaching Tools for Honoring the Game and Developing Winners in Sports and Life),https://bulkbookstore.com/the-double-goal-coach-positive-coaching-tools-for-honoring-the-game-and-developing-winners-in-sports-and-life-9780060505318,16.99,0060505311,b'9780060505318',Jim Thompson,Paperback,368.0,"HarperCollins (August 12, 2003)",English
Terror in the Name of God (Why Religious Militants Kill),https://bulkbookstore.com/terror-in-the-name-of-god-why-religious-militants-kill-9780060505332,16.99,0060505338,b'9780060505332',Jessica Stern,Paperback,400.0,"HarperCollins (August 17, 2004)",English
Pressure Perfect (Two Hour Taste in Twenty Minutes Using Your Pressure Cooker),https://bulkbookstore.com/pressure-perfect-two-hour-taste-in-twenty-minutes-using-your-pressure-cooker-9780060505349,26.99,0060505346,b'9780060505349',Lorna J. Sass,Hardcover,368.0,"HarperCollins (January 6, 2004)",English
Cultivating Delight (A Natural History of My Garden),https://bulkbookstore.com/cultivating-delight-a-natural-history-of-my-garden-9780060505363,13.99,0060505362,b'9780060505363',Diane Ackerman,Paperback,272.0,"HarperCollins (October 1, 2002)",English
"The Rant Zone (An All-Out Blitz Against Soul-Sucking Jobs, Twisted Child Stars, Holistic Loons, and People Who Eat Their Dogs!)",https://bulkbookstore.com/the-rant-zone-an-all-out-blitz-against-soul-sucking-jobs-twisted-child-stars-holistic-loons-and-people-who-eat-their-dogs-9780060505370,14.99,0060505370,b'9780060505370',Dennis Miller,Paperback,208.0,"HarperCollins (August 20, 2002)",English
8 Minutes in the Morning(R) (A Simple Way to Shed Up to 2 Pounds a Week GUARANTEED),https://bulkbookstore.com/8-minutes-in-the-morning-r-a-simple-way-to-shed-up-to-2-pounds-a-week-guaranteed-9780060505387,16.99,0060505389,b'9780060505387',Jorge Cruise,Paperback,288.0,"HarperCollins (December 24, 2002)",English
Bet Your Life,https://bulkbookstore.com/bet-your-life-9780060505400,15.99,0060505400,b'9780060505400',Richard Dooling,Paperback,352.0,"HarperCollins (October 14, 2003)",English
Saddam (His Rise and Fall),https://bulkbookstore.com/saddam-his-rise-and-fall-9780060505431,16.99,0060505435,b'9780060505431',Con Coughlin,Paperback,448.0,"HarperCollins (October 18, 2005)",English
A Question of Loyalty,https://bulkbookstore.com/a-question-of-loyalty-9780060505486,16.99,0060505486,b'9780060505486',Douglas C. Waller,Paperback,480.0,"HarperCollins (August 23, 2005)",English
"The Man Time Forgot (A Tale of Genius, Betrayal, and the Creation of Time Magazine)",https://bulkbookstore.com/the-man-time-forgot-a-tale-of-genius-betrayal-and-the-creation-of-time-magazine-9780060505509,15.95,0060505508,b'9780060505509',Isaiah Wilner,Paperback,384.0,"HarperCollins (October 16, 2007)",English
To the Heart of the Nile (Lady Florence Baker and the Exploration of Central Africa),https://bulkbookstore.com/to-the-heart-of-the-nile-lady-florence-baker-and-the-exploration-of-central-africa-9780060505578,16.99,0060505575,b'9780060505578',Pat Shipman,Paperback,448.0,"HarperCollins (December 28, 2004)",English
Paradise of the Blind (A Novel),https://bulkbookstore.com/paradise-of-the-blind-a-novel-9780060505592,14.99,0060505591,b'9780060505592',"Thu Huong Duong, Nina McPherson",Paperback,272.0,"HarperCollins (August 20, 2002)",English
Once a Dreamer,https://bulkbookstore.com/once-a-dreamer-9780060505622,7.99,0060505621,b'9780060505622',Candice Hern,Paperback,384.0,"HarperCollins (December 31, 2002)",English
Foods That Combat Cancer (The Nutritional Way to Wellness),https://bulkbookstore.com/foods-that-combat-cancer-the-nutritional-way-to-wellness-9780060505646,6.99,0060505648,b'9780060505646',Maggie Greenwood-Robinson,Paperback,240.0,"HarperCollins (May 27, 2003)",English
A Taste of Reality,https://bulkbookstore.com/a-taste-of-reality-9780060505677,14.99,0060505672,b'9780060505677',Kimberla Lawson Roby,Paperback,320.0,"HarperCollins (February 17, 2004)",English
